CustomerID;Count;Country;State;City;Zip Code;Lat Long;Latitude;Longitude;Gender;Senior Citizen;Partner;Dependents;Tenure Months;Phone Service;Multiple Lines;Internet Service;Online Security;Online Backup;Device Protection;Tech Support;Streaming TV;Streaming Movies;Contract;Paperless Billing;Payment Method;Monthly Charges;Total Charges;Churn Label;Churn Value;Churn Score;CLTV;Churn Reason
3027-ZTDHO;1;United States;California;Fresno;93721;36.732694, -119.783786;36,732694;-119,783786;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;98,89;98,89;Yes;1;80;5951;Don't know
2382-BCKQJ;1;United States;California;Big Sur;93920;36.092975, -121.549826;36,092975;-121,549826;Female;No;No;No;62;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;110,165;7055,015;Yes;1;91;5600;Competitor offered higher download speeds
2207-NHRJK;1;United States;California;Carmel;93923;36.460611, -121.852507;36,460611;-121,852507;Male;No;No;No;1;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;55,88;55,88;Yes;1;85;3718;Competitor offered higher download speeds
0947-MUGVO;1;United States;California;Jolon;93928;35.930782, -121.189757;35,930782;-121,189757;Male;Yes;Yes;No;20;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;81,015;1609,85;Yes;1;95;5849;Competitor offered higher download speeds
9944-HKVVB;1;United States;California;King City;93930;36.220761, -120.980777;36,220761;-120,980777;Female;No;No;No;3;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;104,61;338,14;Yes;1;77;5861;Competitor offered higher download speeds
4124-MMETB;1;United States;California;Lockwood;93932;35.989792, -121.055933;35,989792;-121,055933;Male;No;No;No;22;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);104,115;2315,005;Yes;1;85;3665;Competitor offered higher download speeds
3671-SHRSP;1;United States;California;Marina;93933;36.689582, -121.758398;36,689582;-121,758398;Male;No;Yes;No;4;Yes;No;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;88,66;351,065;Yes;1;86;3080;Competitor offered more data
3313-QKNKB;1;United States;California;Pebble Beach;93953;36.587497, -121.944815;36,587497;-121,944815;Male;No;Yes;No;59;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;One year;No;Electronic check;94,105;5593,115;Yes;1;80;6304;Competitor offered more data
5073-WXOYN;1;United States;California;Belmont;94002;37.509366, -122.306132;37,509366;-122,306132;Female;No;No;No;60;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;55,88;3330,14;Yes;1;67;4941;Competitor offered more data
0207-MDKNV;1;United States;California;Daly City;94014;37.691561, -122.445202;37,691561;-122,445202;Female;No;No;No;15;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;No;Electronic check;115,61;1741,025;Yes;1;84;2122;Competitor made better offer
9851-KIELU;1;United States;California;Loma Mar;94021;37.266388, -122.26308;37,266388;-122,26308;Male;No;No;No;10;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;121,11;1147,63;Yes;1;76;5803;Competitor made better offer
3908-BLSYF;1;United States;California;Los Altos;94024;37.352911, -122.093002;37,352911;-122,093002;Female;No;No;No;6;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;92,29;547,305;Yes;1;97;3962;Price too high
7549-MYGPK;1;United States;California;Mountain View;94040;37.380662, -122.086022;37,380662;-122,086022;Female;No;Yes;No;63;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;110,605;6836,885;Yes;1;79;5413;Price too high
3804-RVTGV;1;United States;California;Mountain View;94043;37.419725, -122.062947;37,419725;-122,062947;Male;No;Yes;No;50;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);114,235;5519,69;Yes;1;100;5812;Price too high
9227-LUNBG;1;United States;California;Pescadero;94060;37.22565, -122.297533;37,22565;-122,297533;Female;No;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;27,06;27,06;Yes;1;76;5768;Price too high
4315-MURBD;1;United States;California;San Bruno;94066;37.624436, -122.430661;37,624436;-122,430661;Female;No;No;No;12;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);108,79;1233,045;Yes;1;71;5559;Price too high
9734-YWGEX;1;United States;California;South San Francisco;94080;37.654436, -122.426468;37,654436;-122,426468;Female;No;No;No;9;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Credit card (automatic);108,13;1015,85;Yes;1;81;2954;Price too high
2719-BDAQO;1;United States;California;Sunnyvale;94086;37.378541, -122.020456;37,378541;-122,020456;Male;No;No;No;17;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;103,235;1788,215;Yes;1;93;4940;Price too high
0781-LKXBR;1;United States;California;San Francisco;94102;37.7795, -122.419233;37,7795;-122,419233;Male;Yes;No;No;9;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;110,55;1010,46;Yes;1;70;4038;Price too high
1907-UBQFC;1;United States;California;San Francisco;94108;37.791998, -122.408653;37,791998;-122,408653;Male;Yes;No;No;10;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;80,135;757,515;Yes;1;99;3189;Price too high
6513-EECDB;1;United States;California;San Francisco;94114;37.758085, -122.434801;37,758085;-122,434801;Male;Yes;Yes;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;80,905;80,905;Yes;1;94;4369;Price too high
7074-IEVOJ;1;United States;California;San Francisco;94130;37.820894, -122.369725;37,820894;-122,369725;Female;Yes;No;No;3;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;87,34;225,555;Yes;1;91;3501;Product dissatisfaction
9625-QSTYE;1;United States;California;San Francisco;94131;37.746699, -122.442833;37,746699;-122,442833;Female;No;No;No;13;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;89,265;1047,53;Yes;1;79;4806;Service dissatisfaction
4750-ZRXIU;1;United States;California;Palo Alto;94304;37.386978, -122.177746;37,386978;-122,177746;Female;Yes;No;No;4;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;93,06;396,11;Yes;1;83;2467;Lack of self-service on Website
6400-BWQKW;1;United States;California;San Mateo;94402;37.556634, -122.317723;37,556634;-122,317723;Female;No;No;No;6;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;86,955;477,95;Yes;1;99;3263;Network reliability
6680-WKXRZ;1;United States;California;Antioch;94509;37.980057, -121.801599;37,980057;-121,801599;Female;No;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);81,84;237,38;Yes;1;97;2054;Don't know
7028-DVOIQ;1;United States;California;Birds Landing;94512;38.140719, -121.838298;38,140719;-121,838298;Male;Yes;No;No;35;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;108,955;3735,38;Yes;1;82;2074;Don't know
4208-UFFGW;1;United States;California;Byron;94514;37.83323, -121.601461;37,83323;-121,601461;Male;Yes;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;49,445;93,665;Yes;1;84;5900;Don't know
9448-REEVD;1;United States;California;Concord;94520;38.013825, -122.039144;38,013825;-122,039144;Male;No;Yes;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);49,17;49,17;Yes;1;74;3700;Don't know
9117-SHLZX;1;United States;California;Fremont;94538;37.505768, -121.962472;37,505768;-121,962472;Male;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;50,27;50,27;Yes;1;72;3571;Poor expertise of phone support
9889-TMAHG;1;United States;California;Fremont;94539;37.516791, -121.899117;37,516791;-121,899117;Male;Yes;No;No;8;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Month-to-month;No;Credit card (automatic);110,33;915,585;Yes;1;74;5084;Competitor had better devices
4541-RMRLG;1;United States;California;Hayward;94541;37.674002, -122.076796;37,674002;-122,076796;Male;No;No;No;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;21,175;123,53;Yes;1;82;4489;Competitor offered higher download speeds
3158-MOERK;1;United States;California;Hayward;94545;37.62984, -122.120843;37,62984;-122,120843;Female;No;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;105,6;192,28;Yes;1;83;3391;Competitor offered more data
7294-TMAOP;1;United States;California;Castro Valley;94546;37.708327, -122.083473;37,708327;-122,083473;Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;99,605;99,605;Yes;1;72;2627;Competitor made better offer
8919-FYFQZ;1;United States;California;Livermore;94550;37.571748, -121.659562;37,571748;-121,659562;Male;Yes;Yes;No;44;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;33,385;1495,67;Yes;1;96;4829;Competitor had better devices
2834-JRTUA;1;United States;California;Martinez;94553;38.014457, -122.115432;38,014457;-122,115432;Male;No;No;No;71;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;118,855;8285,365;Yes;1;81;5200;Competitor had better devices
5875-YPQFJ;1;United States;California;Fremont;94555;37.555473, -122.080312;37,555473;-122,080312;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;76,89;76,89;Yes;1;84;5367;Competitor offered higher download speeds
6646-QVXLR;1;United States;California;Napa;94558;38.489789, -122.27011;38,489789;-122,27011;Male;Yes;Yes;No;62;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;114,125;7021,685;Yes;1;91;5052;Competitor offered higher download speeds
8603-IJWDN;1;United States;California;Pinole;94564;37.996462, -122.293716;37,996462;-122,293716;Male;No;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;95,26;95,26;Yes;1;93;5228;Competitor offered higher download speeds
9369-XFEHK;1;United States;California;Pleasanton;94566;37.633361, -121.862395;37,633361;-121,862395;Female;Yes;Yes;No;33;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);88,66;2922,15;Yes;1;72;3601;Competitor offered more data
3842-IYKUE;1;United States;California;San Leandro;94579;37.687264, -122.15728;37,687264;-122,15728;Female;No;No;No;35;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;No;Credit card (automatic);93,83;3209,25;Yes;1;88;2455;Competitor offered more data
6641-XRPSU;1;United States;California;San Lorenzo;94580;37.676249, -122.132415;37,676249;-122,132415;Female;No;No;No;34;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);77;2657,71;Yes;1;93;2318;Competitor offered more data
1374-DMZUI;1;United States;California;San Ramon;94583;37.766556, -121.976784;37,766556;-121,976784;Female;Yes;No;No;4;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;103,73;466,895;Yes;1;99;5419;Competitor made better offer
8357-EQXFO;1;United States;California;Union City;94587;37.59485, -122.051521;37,59485;-122,051521;Female;No;No;No;7;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;104,885;726,99;Yes;1;92;3077;Competitor made better offer
1989-PRJHP;1;United States;California;Pleasanton;94588;37.685052, -121.912061;37,685052;-121,912061;Male;Yes;Yes;No;27;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;83,05;2083,345;Yes;1;65;2377;Competitor had better devices
9524-EGPJC;1;United States;California;Walnut Creek;94595;37.862128, -122.075197;37,862128;-122,075197;Female;No;No;No;18;Yes;Yes;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;99,11;1774,025;Yes;1;80;4260;Competitor offered higher download speeds
6993-OHLXR;1;United States;California;Walnut Creek;94596;37.900662, -122.052782;37,900662;-122,052782;Female;No;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;75,845;131,725;Yes;1;84;5225;Competitor offered more data
8818-XYFCQ;1;United States;California;Walnut Creek;94598;37.916648, -122.008483;37,916648;-122,008483;Male;No;Yes;No;32;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);109,505;3525,115;Yes;1;71;5026;Competitor made better offer
4695-VADHF;1;United States;California;Oakland;94606;37.792489, -122.244314;37,792489;-122,244314;Male;No;Yes;No;18;Yes;No;DSL;No;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;63,195;1089,935;Yes;1;84;2989;Competitor had better devices
3863-IUBJR;1;United States;California;Oakland;94607;37.80707, -122.297401;37,80707;-122,297401;Male;No;Yes;No;12;Yes;No;DSL;No;No;No;No;No;Yes;One year;No;Credit card (automatic);59,015;765,985;Yes;1;78;2595;Competitor had better devices
4822-RVYBB;1;United States;California;Berkeley;94704;37.871416, -122.246597;37,871416;-122,246597;Male;Yes;No;No;8;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;110,66;901,34;Yes;1;90;5906;Competitor offered higher download speeds
8436-BJUMM;1;United States;California;Albany;94706;37.890274, -122.295192;37,890274;-122,295192;Male;No;Yes;No;26;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;92,125;2277,66;Yes;1;84;2404;Competitor offered higher download speeds
4184-TJFAN;1;United States;California;Berkeley;94707;37.897753, -122.279391;37,897753;-122,279391;Female;Yes;Yes;No;3;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;No;Month-to-month;Yes;Mailed check;97,13;301,125;Yes;1;68;4486;Competitor offered higher download speeds
4145-UQXUQ;1;United States;California;Berkeley;94710;37.872902, -122.303708;37,872902;-122,303708;Female;Yes;No;No;8;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;101,31;802,945;Yes;1;81;5662;Competitor offered more data
9948-YPTDG;1;United States;California;San Rafael;94903;38.018065, -122.546024;38,018065;-122,546024;Male;No;Yes;No;38;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;87,395;3314,355;Yes;1;85;2405;Competitor offered more data
1236-WFCDV;1;United States;California;Greenbrae;94904;37.946617, -122.563571;37,946617;-122,563571;Male;Yes;No;No;14;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Credit card (automatic);99,495;1392,71;Yes;1;96;4777;Competitor offered more data
4883-QICIH;1;United States;California;Bodega Bay;94923;38.377165, -123.037957;38,377165;-123,037957;Male;No;Yes;No;32;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);76,725;2582,69;Yes;1;96;2356;Don't know
8329-IBCTI;1;United States;California;Cotati;94931;38.326215, -122.718742;38,326215;-122,718742;Female;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;21,615;21,615;Yes;1;99;5881;Competitor made better offer
1271-SJBGZ;1;United States;California;Forest Knolls;94933;38.010092, -122.689442;38,010092;-122,689442;Male;Yes;No;No;12;No;No phone service;DSL;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;48,015;579,645;Yes;1;74;2437;Competitor had better devices
5669-SRAIP;1;United States;California;Larkspur;94939;37.937082, -122.532369;37,937082;-122,532369;Female;No;No;No;5;No;No phone service;DSL;No;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;43,45;231,825;Yes;1;93;2863;Competitor offered higher download speeds
5981-ITEMU;1;United States;California;Marshall;94940;38.129308, -122.834815;38,129308;-122,834815;Male;No;Yes;No;40;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);106,81;4077,645;Yes;1;67;3099;Competitor offered more data
6941-PMGEP;1;United States;California;Novato;94945;38.135897, -122.563683;38,135897;-122,563683;Female;No;No;No;5;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;88;453,75;Yes;1;97;3937;Competitor made better offer
1624-WOIWJ;1;United States;California;Nicasio;94946;38.065359, -122.665566;38,065359;-122,665566;Female;No;No;No;10;Yes;No;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;93,17;915,255;Yes;1;69;5686;Competitor had better devices
2074-GKOWZ;1;United States;California;Novato;94947;38.112166, -122.634384;38,112166;-122,634384;Male;No;Yes;No;2;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);98,505;204,105;Yes;1;73;3851;Competitor had better devices
0376-YMCJC;1;United States;California;Novato;94949;38.067204, -122.524004;38,067204;-122,524004;Male;No;No;No;23;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;99,66;2137,52;Yes;1;82;4359;Competitor offered higher download speeds
0634-SZPQA;1;United States;California;San Anselmo;94960;37.99272, -122.575026;37,99272;-122,575026;Female;No;No;No;23;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);99,055;2386,78;Yes;1;67;4650;Competitor offered higher download speeds
5536-RTPWK;1;United States;California;Sausalito;94965;37.848641, -122.515692;37,848641;-122,515692;Male;No;Yes;No;49;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);108,955;5339,125;Yes;1;100;5157;Competitor offered higher download speeds
6166-ILMNY;1;United States;California;Tomales;94971;38.240769, -122.901041;38,240769;-122,901041;Female;No;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);76,725;159,005;Yes;1;68;5667;Competitor offered more data
3097-NNSPB;1;United States;California;Valley Ford;94972;38.339996, -122.935056;38,339996;-122,935056;Female;No;No;No;2;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);53,955;100,21;Yes;1;98;2960;Competitor offered more data
0655-RBDUG;1;United States;California;Alviso;95002;37.449537, -121.994813;37,449537;-121,994813;Male;No;No;No;7;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);107,855;784,3;Yes;1;86;2561;Competitor offered more data
4361-BKAXE;1;United States;California;Boulder Creek;95006;37.171727, -122.142961;37,171727;-122,142961;Female;No;No;No;41;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);125,95;4980,195;Yes;1;80;3038;Competitor made better offer
9878-TNQGW;1;United States;California;Davenport;95017;37.114335, -122.237162;37,114335;-122,237162;Male;No;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;89,045;188,265;Yes;1;65;3533;Competitor made better offer
4441-NIHPT;1;United States;California;Freedom;95019;36.936228, -121.785559;36,936228;-121,785559;Female;Yes;No;No;13;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;81,73;1034,385;Yes;1;97;2995;Competitor had better devices
8999-BOHSE;1;United States;California;Gilroy;95020;37.03889, -121.528955;37,03889;-121,528955;Female;Yes;No;No;11;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Bank transfer (automatic);98,67;1152,47;Yes;1;89;2202;Competitor offered higher download speeds
7029-RPUAV;1;United States;California;Los Gatos;95030;37.222842, -121.988727;37,222842;-121,988727;Male;Yes;Yes;No;17;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);110,495;1784,695;Yes;1;87;5508;Competitor offered more data
4607-CHPCA;1;United States;California;San Martin;95046;37.084697, -121.606417;37,084697;-121,606417;Male;No;Yes;No;25;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Electronic check;99,44;2396,46;Yes;1;100;5801;Competitor made better offer
8824-RWFXJ;1;United States;California;Santa Cruz;95062;36.974575, -121.991149;36,974575;-121,991149;Male;No;Yes;No;3;Yes;No;DSL;No;Yes;Yes;No;No;No;Month-to-month;Yes;Mailed check;61,765;184,965;Yes;1;83;2539;Competitor had better devices
9763-PDTKK;1;United States;California;San Jose;95112;37.343827, -121.883119;37,343827;-121,883119;Female;No;No;No;4;Yes;No;Fiber optic;Yes;No;Yes;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);103,84;425,92;Yes;1;74;4249;Competitor had better devices
7627-JKIAZ;1;United States;California;San Jose;95116;37.350284, -121.852855;37,350284;-121,852855;Female;No;Yes;No;37;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);86,845;3123,615;Yes;1;97;3982;Competitor offered higher download speeds
4081-DYXAV;1;United States;California;San Jose;95125;37.294926, -121.894763;37,294926;-121,894763;Female;No;No;No;19;No;No phone service;DSL;No;No;No;No;Yes;Yes;One year;Yes;Credit card (automatic);49,335;982,905;Yes;1;72;5182;Competitor offered higher download speeds
8111-SLLHI;1;United States;California;San Jose;95128;37.316146, -121.936285;37,316146;-121,936285;Male;Yes;Yes;No;39;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;116,215;4713,28;Yes;1;96;4687;Competitor offered higher download speeds
0927-LCSMG;1;United States;California;San Jose;95129;37.305622, -122.000887;37,305622;-122,000887;Male;No;No;No;7;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Mailed check;82,115;599,005;Yes;1;75;3331;Competitor offered more data
8257-RZAHR;1;United States;California;San Jose;95134;37.42765, -121.945416;37,42765;-121,945416;Female;No;Yes;No;14;Yes;Yes;DSL;Yes;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);71,17;1035,1;Yes;1;86;4049;Competitor offered more data
5293-WXJAK;1;United States;California;San Jose;95135;37.28682, -121.723877;37,28682;-121,723877;Female;Yes;Yes;No;11;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);114,455;1247,015;Yes;1;82;4553;Competitor offered more data
0841-NULXI;1;United States;California;Stockton;95209;38.044523, -121.348048;38,044523;-121,348048;Male;No;No;No;1;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;39,105;39,105;Yes;1;71;3958;Don't know
7851-WZEKY;1;United States;California;Stockton;95219;38.029729, -121.387999;38,029729;-121,387999;Female;No;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;104,665;216,59;Yes;1;82;2414;Competitor made better offer
8844-TONUD;1;United States;California;Acampo;95220;38.200231, -121.235034;38,200231;-121,235034;Male;No;Yes;No;13;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Mailed check;106,315;1279,135;Yes;1;75;5295;Attitude of service provider
4086-YQSNZ;1;United States;California;Glencoe;95232;38.358464, -120.579304;38,358464;-120,579304;Female;Yes;Yes;No;3;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;88,44;246,455;Yes;1;89;3834;Attitude of service provider
5868-CZJDR;1;United States;California;Linden;95236;38.047746, -121.030499;38,047746;-121,030499;Male;No;No;No;1;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;34,485;34,485;Yes;1;85;3605;Attitude of service provider
0135-NMXAP;1;United States;California;Lodi;95240;38.123544, -121.159078;38,123544;-121,159078;Female;No;No;No;12;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);98,725;1157,64;Yes;1;97;5671;Attitude of support person
6270-OMFIW;1;United States;California;Valley Springs;95252;38.156971, -120.849231;38,156971;-120,849231;Male;No;Yes;No;60;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Electronic check;103,84;6171,275;Yes;1;99;4990;Attitude of support person
0107-WESLM;1;United States;California;West Point;95255;38.41935, -120.469545;38,41935;-120,469545;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;21,835;21,835;Yes;1;66;3874;Attitude of support person
3992-YWPKO;1;United States;California;Atwater;95301;37.321233, -120.656354;37,321233;-120,656354;Female;No;No;No;6;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);120,89;736,395;Yes;1;69;5750;Attitude of service provider
0125-LZQXK;1;United States;California;Big Oak Flat;95305;37.818589, -120.256995;37,818589;-120,256995;Male;No;No;No;15;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;111,485;1709,345;Yes;1;99;3025;Attitude of service provider
8399-YNDCH;1;United States;California;Columbia;95310;38.085839, -120.37855;38,085839;-120,37855;Male;Yes;No;No;21;Yes;No;DSL;No;No;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);66,055;1359,765;Yes;1;70;4716;Attitude of service provider
5673-FSSMF;1;United States;California;Delhi;95315;37.422961, -120.765493;37,422961;-120,765493;Female;No;No;No;1;Yes;Yes;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;66,165;66,165;Yes;1;91;4611;Attitude of support person
1579-KLYDT;1;United States;California;Hickman;95323;37.605926, -120.69955;37,605926;-120,69955;Male;No;No;No;7;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;99,495;652,795;Yes;1;98;5356;Competitor made better offer
3927-NLNRY;1;United States;California;Long Barn;95335;38.109125, -120.078597;38,109125;-120,078597;Male;No;Yes;No;53;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);103,675;5354,745;Yes;1;96;5414;Moved
6358-LYNGM;1;United States;California;Mariposa;95338;37.526791, -119.99437;37,526791;-119,99437;Male;No;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;82,39;82,39;Yes;1;84;2548;Moved
5494-HECPR;1;United States;California;Mi Wuk Village;95346;38.121601, -120.133915;38,121601;-120,133915;Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;88,275;88,275;Yes;1;69;2502;Moved
9824-BEMCV;1;United States;California;Modesto;95350;37.671806, -121.007575;37,671806;-121,007575;Male;No;Yes;No;17;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;75,9;1264,615;Yes;1;77;3368;Competitor offered higher download speeds
1373-ORVIZ;1;United States;California;Modesto;95351;37.621458, -121.012295;37,621458;-121,012295;Female;No;Yes;No;11;Yes;Yes;DSL;No;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;72,985;814,88;Yes;1;91;2860;Competitor offered higher download speeds
